"id","turId","artId","antal"
"15172","1310","2291","1"
"15173","1310","2299","1"
"15174","1310","2420","1"
"15175","1310","2608","1"
"15176","1310","2601","1"
"15177","1310","2599","1"
"15178","1310","2612","1"
"15179","1310","2947","1"
"15180","1310","2969","1"
"15181","1310","2968","1"
"15182","1310","2978","1"
"15183","1310","2991","1"
"15184","1310","2997","1"
"15185","1310","2994","1"
"15186","1310","2980","1"
"15187","1310","2981","1"
"15188","1310","2941","1"
"15189","1310","2913","1"
"15190","1310","2883","1"
"15191","1310","2878","1"
"15192","1310","3217","1"
"15193","1310","3126","1"
"15194","1310","3134","1"
"15195","1310","3037","1"
"15196","1310","3049","1"
"15197","1310","3027","1"
"15198","1310","3197","1"
"15199","1310","3185","1"
"15200","1310","3160","1"
"15201","1310","3122","1"
"15202","1310","3258","1"
"15203","1310","3333","1"
"15204","1310","3343","1"
"15205","1310","3362","1"
"15206","1310","3488","1"
"15207","1310","3422","1"
"15208","1310","3503","1"
"15210","1310","3501","1"
"15211","1310","3458","1"
"15212","1310","3459","1"
"15213","1310","3972","1"
"15214","1310","3983","1"
"15215","1310","4138","1"
"15216","1310","3932","1"
"15217","1310","3933","1"
"15218","1310","4015","1"
"15219","1310","4019","1"
"15220","1310","4086","1"
"15221","1310","4090","1"
"15222","1310","4079","1"
"15223","1310","4133","1"
"15224","1310","4130","1"
"15225","1310","4127","1"
"15226","1310","4112","1"
"15227","1310","4190","1"
"15228","1310","4181","1"
"15229","1310","4176","1"
"15230","1310","4198","1"
"15231","1310","4305","1"
"15232","1310","4295","1"
"15233","1310","4301","1"
"15234","1310","4291","1"
"15235","1310","4281","1"
"15236","1310","4282","1"
"15237","1310","4279","1"
"15238","1310","4377","1"
"15239","1310","4379","1"
"15240","1310","4413","1"
"15241","1310","4481","1"
"15242","1310","4483","1"
"15243","1310","4474","1"
"15244","1310","4488","1"
"15245","1310","4489","1"
"15246","1310","4593","1"
"15247","1310","4590","1"
"15248","1310","4601","1"
"15249","1310","4615","1"
"15250","1310","4611","1"
"15251","1310","4605","1"
"15252","1310","4606","1"
"15253","1310","4484","1"
"15254","1310","4695","1"
"15255","1310","7666","1"
"15256","1310","7738","1"
"15257","1310","7726","1"
"15258","1310","7745","1"
"15259","1310","7712","1"
"15260","1310","7676","1"
"15261","1310","11668","1"
"15262","1310","7596","1"
"15263","1310","7571","1"
"15264","1310","7602","1"
"15265","1310","10350","1"
"15266","1310","11664","1"
"15267","1310","10373","1"
"15268","1310","11669","1"
"15269","1310","11670","1"
"15270","1310","10363","1"
"15271","1310","10388","1"
"15272","1310","10389","1"
"15273","1310","10409","1"
"15274","1310","10412","1"
"15275","1310","10408","1"
"15276","1310","6653","1"
"15277","1310","6536","1"
"15278","1310","6535","1"
"15279","1310","6764","1"
"15280","1310","6725","1"
"15281","1310","6670","1"
"15282","1310","6759","1"
"15283","1310","6760","1"
"15284","1310","6763","1"
"15285","1310","6758","1"
"15286","1310","6749","1"
"15287","1310","7933","1"
"15288","1310","7927","1"
"15289","1310","8053","1"
"15290","1310","8035","1"
"15291","1310","8021","1"
"15292","1310","7921","1"
"15293","1310","7913","1"
"15294","1310","7950","1"
"15295","1310","8030","1"
"15296","1310","7910","1"
"15297","1310","7932","1"
"15298","1310","6665","1"
"15299","1310","9752","1"
"15300","1310","9750","1"
"15301","1310","8839","1"
"15302","1310","11671","1"
"15303","1310","6846","1"
"15304","1310","6849","1"
"15305","1310","6837","1"
"15306","1310","7062","1"
"15307","1310","7081","1"
"15308","1310","7014","1"
"15309","1310","7017","1"
"15310","1310","9737","1"
"15311","1310","9736","1"
"15312","1310","9600","1"
"15313","1310","9598","1"
"15314","1310","9601","1"
"15315","1310","9191","1"
"15316","1310","9309","1"
"15317","1310","9311","1"
"15318","1310","9222","1"
"15319","1310","9223","1"
"15320","1310","9226","1"
"15321","1310","9306","1"
"15322","1310","9392","1"
"15323","1310","11672","1"
"15324","1310","9437","1"
"15325","1310","9440","1"
"15326","1310","9427","1"
"15327","1310","9426","1"
"15328","1310","9486","1"
"15329","1310","9485","1"
"15330","1310","9492","1"
"15331","1310","9516","1"
"15332","1310","9521","1"
"15333","1310","9520","1"
"15334","1310","9523","1"
"15335","1310","11673","1"
"15336","1310","9502","1"
"15337","1310","9500","1"
"15338","1310","9505","1"
"15339","1310","9507","1"
"15340","1310","9509","1"
"15341","1310","9536","1"
"15342","1310","9530","1"
"15343","1310","9539","1"
"15344","1310","9638","1"
"15345","1310","9646","1"
"15346","1310","9694","1"
"15347","1310","9679","1"
"15348","1310","9695","1"
"15349","1310","9644","1"
"15350","1310","9640","1"
"15351","1310","9677","1"
"15352","1310","9675","1"
"15353","1310","9696","1"
"15354","1310","9673","1"
"15355","1310","9683","1"
"15356","1310","9733","1"
"15357","1310","9697","1"
"15358","1310","9711","1"
"15359","1310","9717","1"
"15360","1310","9702","1"
"15361","1310","9707","1"
"15362","1310","9732","1"
"15363","1310","9731","1"
"15364","1310","9734","1"
"15365","1310","8587","1"
"15366","1310","8592","1"
"15367","1310","8597","1"
"15369","1310","8609","1"
"15370","1310","8577","1"
"15371","1310","8571","1"
"15372","1310","8595","1"
"15373","1310","8561","1"
"15374","1310","8550","1"
"15375","1310","8543","1"
"15376","1310","8572","1"
"15377","1310","8544","1"
"15378","1310","8547","1"
"15379","1310","8503","1"
"15380","1310","8502","1"
"15381","1310","8501","1"
"15382","1310","8493","1"
"15383","1310","8464","1"
"15384","1310","8462","1"
"15385","1310","8466","1"
"15386","1310","8480","1"
"15387","1310","8508","1"
"15388","1310","8511","1"
"15389","1310","8509","1"
"15390","1310","8512","1"
"15391","1310","8518","1"
"15392","1310","8427","1"
"15393","1310","8423","1"
"15394","1310","8426","1"
"15395","1310","8418","1"
"15396","1310","8612","1"
"15397","1310","8613","1"
"15398","1310","8686","1"
"15399","1310","8675","1"
"15400","1310","8680","1"
"15401","1310","8679","1"
"15402","1310","8684","1"
"15403","1310","8682","1"
"15404","1310","8636","1"
"15405","1310","8635","1"
"15406","1310","8633","1"
"15407","1310","8642","1"
"15408","1310","8655","1"
"15409","1310","8623","1"
"15410","1310","8627","1"
"15411","1310","8665","1"
"15412","1310","8674","1"
"15413","1310","8673","1"
"15414","1310","8667","1"
"15415","1310","8630","1"
"15416","1310","8631","1"
"15417","1310","8632","1"
"15418","1310","8618","1"
"15419","1310","8619","1"
"15420","1310","8617","1"
"15421","1310","8616","1"
"15422","1310","8614","1"
"15423","1310","8918","1"
"15424","1310","8447","1"
"15425","1310","8450","1"
"15426","1310","8451","1"
"15427","1310","8454","1"
"15428","1310","8446","1"
"15429","1310","8430","1"
"15430","1310","8388","1"
"15431","1310","8701","1"
"15432","1310","8706","1"
"15433","1310","7795","1"
"15434","1310","8159","1"
"15435","1310","8087","1"
"15436","1310","8070","1"
"15437","1310","7824","1"
"15438","1310","7826","1"
"15439","1310","7813","1"
"15440","1310","7815","1"
"15441","1310","8114","1"
"15442","1310","8107","1"
"15443","1310","8115","1"
"15444","1310","8138","1"
"15445","1310","11674","1"
"15446","1310","8178","1"
"15447","1310","8168","1"
"15448","1310","8205","1"
"15449","1310","8214","1"
"15450","1310","7896","1"
"15451","1310","7894","1"
"15452","1310","8092","1"
"15453","1310","8093","1"
"15454","1310","8091","1"
"15455","1310","8320","1"
"15456","1310","8322","1"
"15457","1310","8323","1"
"15458","1310","8317","1"
"15459","1310","8308","1"
"15460","1310","8316","1"
"15461","1310","8309","1"
"15462","1310","8109","1"
"15463","1310","8312","1"
"15464","1310","8263","1"
"15465","1310","8268","1"
"15466","1310","8283","1"
"15467","1310","8292","1"
"15468","1310","8279","1"
"15469","1310","8280","1"
"15470","1310","11675","1"
"15471","1310","8271","1"
"15472","1310","8277","1"
"15473","1310","8272","1"
"15474","1310","8297","1"
"15475","1310","8352","1"
"15476","1310","7628","1"
"15477","1310","7630","1"
"15478","1310","7453","1"
"15479","1310","7456","1"
"15480","1310","7478","1"
"15481","1310","7481","1"
"15482","1310","7484","1"
"15483","1310","7500","1"
"15484","1310","7499","1"
"15485","1310","9007","1"
"15486","1310","9001","1"
"15487","1310","8995","1"
"15488","1310","8981","1"
"15489","1310","8980","1"
"15490","1310","9000","1"
"15491","1310","9783","1"
"15492","1310","9766","1"
"15493","1310","9806","1"
"15494","1310","9801","1"
"15495","1310","8720","1"
"15496","1310","9808","1"
"15497","1310","9915","1"
"15498","1310","9938","1"
"15499","1310","9939","1"
"15500","1310","9942","1"
"15501","1310","9943","1"
"15502","1310","9948","1"
"15503","1310","9957","1"
"15504","1310","10336","1"
"15505","1310","10339","1"
"15506","1310","10348","1"
"15507","1310","10949","1"
"15508","1310","10972","1"
"15509","1310","10988","1"
"15510","1310","10971","1"
"15511","1310","10986","1"
"15512","1310","10533","1"
"15513","1310","10584","1"
"15514","1310","10601","1"
"15515","1310","10583","1"
"15516","1310","10623","1"
"15517","1310","10637","1"
"15518","1310","10612","1"
"15519","1310","10613","1"
"15520","1310","10288","1"
"15521","1310","10275","1"
"15522","1310","10268","1"
"15523","1310","9969","1"
"15524","1310","9975","1"
"15525","1310","9991","1"
"15526","1310","9973","1"
"15527","1310","10081","1"
"15528","1310","11676","1"
"15529","1310","10082","1"
"15530","1310","6964","1"
"15531","1310","6967","1"
"15532","1310","6955","1"
"15533","1310","6998","1"
"15534","1310","6999","1"
"15535","1310","7003","1"
"15536","1310","7004","1"
"15537","1310","7006","1"
"15538","1310","7013","1"
"15539","1310","9121","1"
"15540","1310","9093","1"
"15541","1310","9118","1"
"15542","1310","9114","1"
"15543","1310","9108","1"
"15544","1310","9109","1"
"15545","1310","9106","1"
"15546","1310","9102","1"
"15547","1310","9097","1"
"15548","1310","9122","1"
"15549","1310","9125","1"
"15550","1310","7264","1"
"15551","1310","7268","1"
"15552","1310","7274","1"
"15553","1310","7304","1"
"15554","1310","7303","1"
"15555","1310","11677","1"
"15556","1310","7239","1"
"15557","1310","7236","1"
"15558","1310","7247","1"
"15559","1310","7249","1"
"15560","1310","7243","1"
"16052","1311","7736","1"
"16053","1311","431","1"
"16054","1311","9125","1"
"16055","1311","1690","1"
"16056","1312","10628","1"
"16057","1313","1837","1"
"16058","1313","1351","1"
"16059","1314","7935","1"
"16060","1314","7602","1"
"16061","1314","8993","1"
"16062","1314","4138","1"
"16063","1314","3489","1"
"16064","1314","8368","1"
"16065","1314","2018","1"
"16066","1314","1964","1"
"16067","1314","7301","1"
"16068","1314","2130","1"
"16069","1314","802","1"
"16070","1314","2065","1"
"16071","1314","8253","1"
"16072","1314","10370","1"
"16073","1314","7571","1"
"16074","1314","7726","1"
"16075","1314","7707","1"
"16076","1314","1345","1"
"16077","1314","9547","1"
"16078","1314","10440","1"
"16079","1314","9969","1"
"16080","1314","1943","1"
"16081","1314","7488","1"
"16082","1314","1928","1"
"16083","1314","8116","1"
"16084","1314","1931","1"
"16085","1314","1152","1"
"16086","1314","7288","1"
"16087","1314","1217","1"
"16088","1314","7477","1"
"16089","1314","10555","1"
"16090","1314","9498","1"
"16091","1314","8843","1"
"16092","1314","9125","1"
"16093","1314","3492","1"
"16094","1314","7697","1"
"16095","1314","829","1"
"16096","1314","10531","1"
"16097","1314","9420","1"
"16098","1314","8349","1"
"16099","1314","4079","1"
"16100","1314","7595","1"
"16101","1314","9528","1"
"16102","1314","10407","1"
"16103","1314","10444","1"
"16104","1314","2140","1"
"16105","1314","9598","1"
"16106","1314","1272","1"
"16107","1314","1071","1"
"16108","1314","1601","1"
"16109","1314","1593","1"
"16110","1314","788","1"
"16111","1314","8352","1"
"16112","1314","9332","1"
"16113","1314","1205","1"
"16114","1314","1627","1"
"16115","1314","924","1"
"16116","1314","937","1"
"16117","1314","8366","1"
"16118","1314","7221","1"
"16119","1314","9312","1"
"16120","1314","8365","1"
"16121","1314","10536","1"
"16122","1314","10356","1"
"16123","1314","10368","1"
"16124","1314","9562","1"
"16125","1314","4495","1"
"16126","1314","7456","1"
"16127","1314","7317","1"
"16128","1314","7590","1"
"16130","1315","303","1"
"16131","1315","347","1"
"16132","1315","408","1"
"16133","1315","362","1"
"16134","1315","422","1"
"16135","1315","489","1"
"16136","1315","475","1"
"16137","1315","504","1"
"16138","1315","517","1"
"16139","1315","529","1"
"16140","1315","565","1"
"16141","1315","563","1"
"16142","1315","559","1"
"16143","1315","538","1"
"16144","1315","4551","1"
"16145","1315","4569","1"
"16146","1315","4379","1"
"16147","1315","4621","1"
"16148","1315","4479","1"
"16149","1315","4605","1"
"16150","1315","4606","1"
"16151","1315","4281","1"
"16152","1315","4283","1"
"16153","1315","4303","1"
"16154","1315","4305","1"
"16155","1315","4172","1"
"16156","1315","4175","1"
"16157","1315","4181","1"
"16158","1315","4138","1"
"16159","1315","3970","1"
"16160","1315","4079","1"
"16161","1315","4015","1"
"16162","1315","4019","1"
"16163","1315","4022","1"
"16164","1315","4039","1"
"16165","1315","4090","1"
"16166","1315","4112","1"
"16167","1315","4130","1"
"16168","1315","4127","1"
"16169","1315","4133","1"
"16170","1315","2981","1"
"16171","1315","2991","1"
"16172","1315","2997","1"
"16173","1315","2968","1"
"16174","1316","457","1"
"16175","1316","430","1"
"16176","1316","452","1"
"16177","1316","487","1"
"16178","1316","521","1"
"16179","1316","511","1"
"16180","1316","538","1"
"16181","1316","517","1"
"16182","1316","565","1"
"16183","1316","563","1"
"16184","1316","577","1"
"16185","1316","584","1"
"16186","1316","591","1"
"16187","1316","602","1"
"16188","1316","390","1"
"16189","1316","788","1"
"16190","1316","802","1"
"16191","1316","1003","1"
"16192","1316","924","1"
"16193","1316","1162","1"
"16194","1316","1217","1"
"16195","1316","1343","1"
"16196","1316","1071","1"
"16197","1316","1593","1"
"16198","1316","1601","1"
"16199","1316","1669","1"
"16200","1316","1686","1"
"16201","1316","1716","1"
"16202","1316","1690","1"
"16203","1316","1827","1"
"16204","1316","1812","1"
"16205","1316","1943","1"
"16206","1316","1905","1"
"16207","1316","1920","1"
"16208","1316","1911","1"
"16209","1316","2073","1"
"16210","1316","2130","1"
"16211","1316","7736","1"
"16212","1316","10407","1"
"16213","1316","10370","1"
"16214","1316","9420","1"
"16215","1316","9332","1"
"16216","1316","9312","1"
"16217","1316","7477","1"
"16218","1316","7488","1"
"16219","1316","8974","1"
"16220","1316","6854","1"
"16221","1316","7254","1"
"16222","1316","7221","1"
"16223","1316","7271","1"
"16224","1316","7288","1"
"16225","1316","7301","1"
"16226","1316","9125","1"
"16227","1316","9969","1"
"16228","1316","9991","1"
"16229","1316","10440","1"
"16230","1316","10565","1"
"16231","1316","10531","1"
"16232","1316","10536","1"
"16233","1316","10994","1"
"16234","1316","10952","1"
"16235","1317","8253","1"
"16236","1317","10346","1"
"16237","1315","2941","1"
"16238","1315","11678","1"
"16239","1315","2420","1"
"16240","1315","2599","1"
"16241","1315","2601","1"
"16242","1315","2607","1"
"16243","1315","2609","1"
"16244","1315","3461","1"
"16245","1315","3488","1"
"16246","1315","3503","1"
"16247","1315","3489","1"
"16248","1315","3390","1"
"16249","1318","3010","1"
"16250","1318","3049","1"
"16251","1318","3118","1"
"16252","1318","3187","1"
"16253","1318","3197","1"
"16254","1318","3217","1"
"16255","1318","3126","1"
"16256","1318","3257","1"
"16257","1318","3333","1"
"16258","1318","3342","1"
"16259","1318","2065","1"
"16260","1318","2397","1"
"16261","1318","2139","1"
"16263","1318","11679","1"
"16264","1318","1542","1"
"16265","1318","1555","1"
"16266","1318","11680","1"
"16267","1318","1593","1"
"16268","1318","1601","1"
"16269","1318","1793","1"
"16270","1318","1798","1"
"16271","1318","1812","1"
"16272","1318","1822","1"
"16273","1318","1818","1"
"16274","1318","1827","1"
"16275","1318","1828","1"
"16276","1318","1829","1"
"16277","1318","1833","1"
"16278","1318","1835","1"
"16279","1318","1837","1"
"16280","1318","1851","1"
"16281","1318","1855","1"
"16282","1318","1866","1"
"16283","1318","1863","1"
"16284","1318","1872","1"
"16285","1318","1678","1"
"16286","1318","1770","1"
"16287","1318","1771","1"
"16288","1318","1895","1"
"16289","1318","1717","1"
"16290","1318","1727","1"
"16291","1318","1737","1"
"16292","1318","1748","1"
"16293","1318","1750","1"
"16294","1318","1696","1"
"16295","1318","1705","1"
"16296","1318","1927","1"
"16297","1318","1922","1"
"16298","1318","1935","1"
"16299","1318","1936","1"
"16300","1318","1943","1"
"16301","1318","1944","1"
"16302","1318","1960","1"
"16303","1318","1970","1"
"16304","1318","1963","1"
"16305","1318","1967","1"
"16306","1318","1964","1"
"16307","1318","1961","1"
"16308","1318","1110","1"
"16309","1318","1154","1"
"16310","1318","11665","1"
"16311","1318","1156","1"
"16312","1318","1157","1"
"16313","1318","1166","1"
"16314","1318","1190","1"
"16315","1318","1364","1"
"16316","1318","1205","1"
"16317","1318","1221","1"
"16318","1318","1223","1"
"16319","1318","1231","1"
"16320","1318","1236","1"
"16321","1318","1126","1"
"16322","1318","1294","1"
"16323","1318","1366","1"
"16324","1318","1367","1"
"16325","1318","1371","1"
"16326","1318","1368","1"
"16327","1318","1383","1"
"16328","1318","1391","1"
"16329","1318","11681","1"
"16330","1318","1084","1"
"16331","1318","11682","1"
"16332","1318","788","1"
"16333","1318","1032","1"
"16334","1318","992","1"
"16335","1318","1000","1"
"16336","1318","953","1"
"16337","1318","954","1"
"16338","1318","937","1"
"16339","1318","941","1"
"16340","1318","11683","1"
"16341","1318","917","1"
"16342","1318","924","1"
"16343","1318","935","1"
"16344","1318","915","1"
"16345","1318","865","1"
"16346","1318","840","1"
"16347","1318","821","1"
"16348","1318","826","1"
"16349","1318","822","1"
"16350","1318","835","1"
"16351","1318","4733","1"
"16352","1318","8839","1"
"16353","1318","9749","1"
"16354","1318","9750","1"
"16355","1318","6845","1"
"16356","1318","6846","1"
"16357","1318","6837","1"
"16358","1318","7243","1"
"16359","1318","7274","1"
"16360","1318","7303","1"
"16361","1318","6653","1"
"16362","1318","11684","1"
"16363","1318","6964","1"
"16364","1318","6956","1"
"16365","1318","6670","1"
"16366","1318","6727","1"
"16367","1318","6753","1"
"16368","1318","6762","1"
"16369","1318","6764","1"
"16370","1318","11685","1"
"16371","1318","6998","1"
"16372","1318","6999","1"
"16373","1318","7001","1"
"16374","1318","7003","1"
"16375","1318","7006","1"
"16376","1318","7013","1"
"16377","1318","7062","1"
"16378","1318","7081","1"
"16379","1318","6665","1"
"16380","1318","6536","1"
"16381","1318","11686","1"
"16382","1318","9601","1"
"16383","1318","9189","1"
"16384","1318","9206","1"
"16385","1318","11687","1"
"16386","1318","9644","1"
"16387","1318","11688","1"
"16388","1318","9702","1"
"16389","1318","9710","1"
"16390","1318","9714","1"
"16391","1318","9717","1"
"16392","1318","9431","1"
"16393","1318","9485","1"
"16394","1318","9486","1"
"16395","1318","9492","1"
"16396","1318","9530","1"
"16397","1318","9536","1"
"16398","1318","9558","1"
"16399","1318","9118","1"
"16400","1318","11689","1"
"16401","1318","9121","1"
"16402","1318","9122","1"
"16403","1318","9109","1"
"16404","1318","9106","1"
"16405","1318","8995","1"
"16406","1318","11690","1"
"16407","1318","7536","1"
"16408","1318","11668","1"
"16409","1318","7590","1"
"16410","1318","7594","1"
"16411","1318","7595","1"
"16412","1318","7571","1"
"16413","1318","7582","1"
"16414","1318","7602","1"
"16415","1318","7615","1"
"16416","1318","7917","1"
"16417","1318","11691","1"
"16418","1318","7933","1"
"16419","1318","7927","1"
"16420","1318","7952","1"
"16421","1318","8027","1"
"16422","1318","8054","1"
"16423","1318","7819","1"
"16424","1318","7826","1"
"16425","1318","7824","1"
"16426","1318","7795","1"
"16427","1318","8720","1"
"16428","1318","8213","1"
"16429","1318","8214","1"
"16430","1318","8204","1"
"16431","1318","8292","1"
"16433","1318","11674","1"
"16434","1318","7896","1"
"16435","1318","8282","1"
"16436","1318","11692","1"
"16437","1318","8289","1"
"16438","1318","8379","1"
"16439","1318","8492","1"
"16440","1318","8490","1"
"16441","1318","8518","1"
"16442","1318","8650","1"
"16443","1318","7707","1"
"16444","1318","7731","1"
"16445","1318","7738","1"
"16446","1318","9782","1"
"16447","1318","9761","1"
"16448","1318","9783","1"
"16449","1318","9854","1"
"16450","1318","9915","1"
"16451","1318","9855","1"
"16452","1318","9929","1"
"16453","1318","11693","1"
"16454","1318","9949","1"
"16455","1318","9969","1"
"16456","1318","10000","1"
"16457","1318","10349","1"
"16458","1318","10370","1"
"16459","1318","10378","1"
"16460","1318","10350","1"
"16461","1318","10368","1"
"16462","1318","10396","1"
"16463","1318","10389","1"
"16464","1318","10408","1"
"16465","1318","10081","1"
"16466","1318","10280","1"
"16467","1318","10281","1"
"16468","1318","10275","1"
"16469","1318","10286","1"
"16470","1318","10584","1"
"16471","1318","10985","1"
"16472","1318","10986","1"
"16473","1319","1627","1"
"16474","1320","788","1"
"16475","1320","726","1"
"16476","1320","977","1"
"16477","1320","1003","1"
"16478","1320","1013","1"
"16479","1320","935","1"
"16480","1320","922","1"
"16481","1320","953","1"
"16482","1320","924","1"
"16483","1320","829","1"
"16484","1320","847","1"
"16485","1320","869","1"
"16486","1320","489","1"
"16487","1320","521","1"
"16488","1320","570","1"
"16489","1320","598","1"
"16490","1320","1205","1"
"16491","1320","1272","1"
"16492","1320","1351","1"
"16493","1320","1183","1"
"16494","1320","1110","1"
"16495","1320","1071","1"
"16496","1320","1101","1"
"16497","1320","1107","1"
"16498","1320","239","1"
"16499","1320","300","1"
"16500","1320","1593","1"
"16501","1320","1601","1"
"16502","1320","1669","1"
"16503","1320","1678","1"
"16504","1320","1686","1"
"16505","1320","1652","1"
"16506","1320","1877","1"
"16507","1320","1727","1"
"16508","1320","1721","1"
"16509","1320","1737","1"
"16510","1320","1719","1"
"16511","1320","1851","1"
"16512","1320","1863","1"
"16513","1320","1872","1"
"16514","1320","1818","1"
"16515","1320","1822","1"
"16516","1320","1827","1"
"16517","1320","1829","1"
"16518","1320","1833","1"
"16519","1320","1837","1"
"16520","1320","1835","1"
"16521","1320","1846","1"
"16522","1320","2016","1"
"16523","1320","2015","1"
"16524","1320","1948","1"
"16525","1320","1908","1"
"16526","1320","1943","1"
"16527","1320","1944","1"
"16528","1320","1931","1"
"16529","1320","1928","1"
"16530","1320","1960","1"
"16531","1320","1964","1"
"16532","1320","2065","1"
"16533","1320","2073","1"
"16534","1320","2130","1"
"16535","1320","2140","1"
"16536","1320","3332","1"
"16537","1320","3196","1"
"16538","1320","3493","1"
"16539","1320","3492","1"
"16540","1320","3495","1"
"16541","1320","3489","1"
"16542","1320","3503","1"
"16543","1320","4138","1"
"16544","1320","4134","1"
"16545","1320","4497","1"
"16546","1320","4598","1"
"16547","1320","7703","1"
"16548","1320","7705","1"
"16549","1320","7694","1"
"16550","1320","7696","1"
"16551","1320","7707","1"
"16552","1320","7726","1"
"16553","1320","7728","1"
"16554","1320","7735","1"
"16555","1320","11694","1"
"16556","1320","7749","1"
"16557","1320","7534","1"
"16558","1320","7571","1"
"16559","1320","7536","1"
"16560","1320","7602","1"
"16561","1320","7595","1"
"16562","1320","10397","1"
"16563","1320","10408","1"
"16564","1320","10407","1"
"16565","1320","10350","1"
"16566","1320","10368","1"
"16567","1320","10370","1"
"16568","1320","7938","1"
"16569","1320","9420","1"
"16570","1320","9435","1"
"16571","1320","9423","1"
"16572","1320","9498","1"
"16573","1320","9499","1"
"16574","1320","9503","1"
"16575","1320","9528","1"
"16576","1320","9556","1"
"16577","1320","9547","1"
"16578","1320","9558","1"
"16579","1320","9542","1"
"16580","1320","9566","1"
"16581","1320","9567","1"
"16582","1320","9598","1"
"16583","1320","9312","1"
"16584","1320","8116","1"
"16585","1320","7795","1"
"16586","1320","8159","1"
"16587","1320","8199","1"
"16588","1320","8197","1"
"16589","1320","8206","1"
"16590","1320","8362","1"
"16591","1320","8364","1"
"16592","1320","8365","1"
"16593","1320","8366","1"
"16594","1320","8349","1"
"16595","1320","8355","1"
"16596","1320","8253","1"
"16597","1320","8255","1"
"16598","1320","8252","1"
"16599","1320","8260","1"
"16600","1320","11695","1"
"16601","1320","8514","1"
"16602","1320","7489","1"
"16603","1320","7456","1"
"16604","1320","7477","1"
"16605","1320","8918","1"
"16606","1320","6573","1"
"16607","1320","6857","1"
"16608","1320","6867","1"
"16609","1320","7255","1"
"16610","1320","7317","1"
"16611","1320","7269","1"
"16612","1320","7268","1"
"16613","1320","9126","1"
"16614","1320","9969","1"
"16615","1320","9972","1"
"16616","1320","9996","1"
"16650","1321","801","1"
"16651","1321","8349","1"
"16652","1322","1205","1"
"16653","1322","572","1"
"16654","1323","1948","1"
"16655","1323","8252","1"
"16656","1324","9001","1"
"16657","1324","1181","1"
"16658","1325","7301","1"
"16659","1326","1964","1"
"16660","1327","9499","1"
"16661","1325","8352","1"
"16662","1328","559","1"
"16663","1328","7595","1"
"16664","1328","9524","1"
"16665","1328","10350","1"
"16666","1329","8252","1"
"16667","1329","8350","1"
"16668","1330","1217","1"
"16669","1331","452","1"
"16670","1332","801","1"
"16671","1332","1003","1"
"16672","1332","1110","1"
"16673","1332","1093","1"
"16674","1332","1977","1"
"16675","1332","8252","1"
"16676","1332","8359","1"
"16677","1332","9665","1"
"16678","1332","9635","1"
"16679","1332","1122","1"
"16680","1332","1721","1"
"16681","1332","8350","1"
"16682","1332","9498","1"
"16683","1332","9434","1"
"16684","1332","2024","1"
"16685","1333","2024","1"
"16686","1333","457","1"
"16687","1333","430","1"
"16688","1333","452","1"
"16689","1333","487","1"
"16690","1333","521","1"
"16691","1333","517","1"
"16692","1333","591","1"
"16693","1333","598","1"
"16694","1333","609","1"
"16695","1333","390","1"
"16696","1333","1003","1"
"16697","1333","924","1"
"16698","1333","1110","1"
"16699","1333","1150","1"
"16700","1333","1205","1"
"16701","1333","1217","1"
"16702","1333","1343","1"
"16703","1333","1122","1"
"16704","1333","1272","1"
"16705","1333","1071","1"
"16706","1333","1093","1"
"16707","1333","1593","1"
"16708","1333","1601","1"
"16709","1333","1627","1"
"16710","1333","1669","1"
"16711","1333","1686","1"
"16712","1333","1721","1"
"16713","1333","1719","1"
"16714","1333","1690","1"
"16715","1333","1835","1"
"16716","1333","1837","1"
"16717","1333","1827","1"
"16718","1333","1829","1"
"16719","1333","1943","1"
"16720","1333","1905","1"
"16721","1333","1920","1"
"16722","1333","1911","1"
"16723","1333","1964","1"
"16724","1333","1977","1"
"16725","1333","2073","1"
"16726","1333","2130","1"
"16727","1333","3492","1"
"16728","1333","4497","1"
"16729","1333","7736","1"
"16730","1333","7536","1"
"16731","1333","7595","1"
"16732","1333","7571","1"
"16733","1333","7571","1"
"16734","1333","10407","1"
"16735","1333","10370","1"
"16736","1333","9420","1"
"16737","1333","9499","1"
"16738","1333","9547","1"
"16739","1333","9524","1"
"16740","1333","9332","1"
"16741","1333","9312","1"
"16742","1333","8349","1"
"16743","1333","8350","1"
"16744","1333","8359","1"
"16745","1333","8352","1"
"16746","1333","8252","1"
"16747","1333","8262","1"
"16748","1333","8253","1"
"16749","1333","8843","1"
"16750","1333","8918","1"
"16751","1333","9635","1"
"16752","1333","9665","1"
"16753","1333","7477","1"
"16754","1333","7488","1"
"16755","1333","7254","1"
"16756","1333","7271","1"
"16757","1333","7288","1"
"16758","1333","7301","1"
"16759","1333","9125","1"
"16760","1333","9969","1"
"16761","1333","9991","1"
"16762","1333","10440","1"
"16763","1333","10565","1"
"16764","1333","10531","1"
"16765","1333","10536","1"
"16766","1333","10624","1"
"16767","1333","10994","1"
"16768","1333","10994","1"
"16769","1333","10952","1"
"16770","1334","1721","1"
"16771","1334","640","1"
"16772","1334","887","1"
"16773","1334","1093","1"
"16774","1334","7735","1"
"16775","1334","10584","1"
"16776","1334","10616","1"
"16777","1334","9310","1"
"16778","1334","1798","1"
"16779","1334","1205","1"
"16780","1334","8220","1"
"16781","1334","8212","1"
"16782","1334","8206","1"
