"id","familieID","danskArt","latinArt","engelskArt","artSort"
"10162","1759","Broget Astrild","melba ","Green-winged Pytilia","103550"
"10163","67","Rødhovedet Amadine","erythrocephala ","Red-headed Finch","103560"
"10164","67","Båndfinke","fasciata ","Cut-throat Finch","103570"
"10165","1128","Grøn Dråbeastrild","nitidula ","Green Twinspot","103580"
"10166","526","Bjergastrild","reichenovii ","Red-faced Crimsonwing","103590"
"10167","526","Salvadoribjergastrild","salvadorii ","Abyssinian Crimsonwing","103600"
"10168","526","Skifergrå Bjergastrild","jacksoni ","Dusky Crimsonwing","103610"
"10169","526","Stor Bjergastrild","shelleyi ","Shelley's Crimsonwing","103620"
"10170","1746","Frøknækker","ostrinus ","Black-bellied Seedcracker","103630"
"10171","1746","Purpurfrøknækker","ostrinus rothschildi","Rothschild's Seedcracker","103640"
"10172","1746","Urungufrøknækker","ostrinus frommi","Urungu Seedcracker","103650"
"10173","1746","Stornæbsfrøknækker","ostrinus maximus","Large-billed Seedcracker","103660"
"10174","1746","Karminfrøknækker","sanguineus ","Crimson Seedcracker","103670"
"10175","1746","Lille Frøknækker","minor ","Lesser Seedcracker","103680"
"10176","1916","Rødgumpet Frøknækker","poliogenys ","Grant's Bluebill","103690"
"10177","1916","Rødbrystet Frøknækker","haematina ","Western Bluebill","103700"
"10178","1916","Rødhovedet Frøknækker","ruficapilla ","Red-headed Bluebill","103710"
"10179","1916","Usambarafrøknækker","ruficapilla cana","Usambara Bluebill","103720"
"10180","448","Brun Dråbeastrild","monteiri ","Brown Twinspot","103730"
"10181","939","Perleastrild","margaritatus ","Pink-throated Twinspot","103740"
"10182","939","Rød Dråbeastrild","niveoguttatus ","Red-throated Twinspot","103750"
"10183","728","Dybowskis Dråbeastrild","dybowskii ","Dybowski's Twinspot","103760"
"10184","728","Skifergrå Astrild","cinereovinacea ","Dusky Twinspot","103770"
"10185","998","Sortbuget Amarant","rara ","Black-bellied Firefinch","103780"
"10186","998","Punktamarant","rufopicta ","Bar-breasted Firefinch","103790"
"10187","998","Stor Punktamarant","nitidula ","Brown Firefinch","103800"
"10188","998","Amarant","senegala ","Red-billed Firefinch","103810"
"10189","998","Josamarant","sanguinodorsalis ","Rock Firefinch","103820"
"10190","998","Chadamarant","umbrinodorsalis ","Chad Firefinch","103830"
"10191","998","Maliamarant","virata ","Mali Firefinch","103840"
"10192","998","Mørkerød Amarant","rubricata ","African Firefinch","103850"
"10193","998","Landana-amarant","landanae ","Landana Firefinch","103860"
"10194","998","Rosenamarant","rhodopareia ","Jameson's Firefinch","103870"
"10195","998","Maskeamarant","larvata ","Black-throated Firefinch","103880"
"10196","998","Lys Vinamarant","vinacea ","Black-faced Firefinch","103890"
"10197","998","Lys Vinamarant","vinacea vinacea","Vinaceous Firefinch","103900"
"10198","998","Mørk Vinamarant","vinacea nigricollis","Black-faced Firefinch","103910"
"10199","2109","Angolasommerfuglefinke","angolensis ","Blue Waxbill","103920"
"10200","2109","Sommerfuglefinke","bengalus ","Red-cheeked Cordon-bleu","103930"
"10201","2109","Blåhovedet Sommerfuglefinke","cyanocephalus ","Blue-capped Cordon-bleu","103940"
"10202","2109","Granatastrild","granatinus ","Violet-eared Waxbill","103950"
"10203","2109","Violbuget Granatastrild","ianthinogaster ","Purple Grenadier","103960"
"10204","690","Rødhalet Astrild","caerulescens ","Lavender Waxbill","103970"
"10205","690","Sorthalet Astrild","perreini ","Grey Waxbill","103980"
"10206","690","Sâo Tomé-astrild","thomensis ","Cinderella Waxbill","103990"
"10207","690","Sortkindet Astrild","melanotis ","Swee Waxbill","104000"
"10208","690","Grønrygget Astrild","quartinia ","Yellow-bellied Waxbill","104010"
"10209","690","Gulbuget Astrild","quartinia bocagei","Bocage's Waxbill","104020"
"10210","690","Anambraastrild","poliopareia ","Anambra Waxbill","104030"
"10211","690","Sumpastrild","paludicola ","Fawn-breasted Waxbill","104040"
"10212","690","Gul Sumpastrild","ochrogaster ","Abyssinian Waxbill","104050"
"10213","690","Orangekindet Astrild","melpoda ","Orange-cheeked Waxbill","104060"
"10214","690","Tøjleastrild","rhodopyga ","Crimson-rumped Waxbill","104070"
"10215","690","Yemenastrild","rufibarba ","Arabian Waxbill","104080"
"10216","690","Gråastrild","troglodytes ","Black-rumped Waxbill","104090"
"10217","690","Helenaastrild","astrild ","Common Waxbill","104100"
"10218","690","Sortmasket Astrild","nigriloris ","Black-lored Waxbill","104110"
"10219","690","Nonneastrild","nonnula ","Black-crowned Waxbill","104120"
"10220","690","Sortkappet Astrild","atricapilla ","Black-headed Waxbill","104130"
"10221","690","Sortkronet Astrild","kandti ","Kandt's Waxbill","104140"
"10222","690","Alfeastrild","erythronotos ","Black-cheeked Waxbill","104150"
"10223","690","Feastrild","charmosyna ","Red-rumped Waxbill","104160"
"10224","69","Tigerfinke","amandava ","Red Avadavat","104170"
"10225","69","Olivengrøn Astrild","formosa ","Green Avadavat","104180"
"10226","69","Guldbrystet Astrild","subflava ","Orange-breasted Waxbill","104190"
"10227","1425","Vagtelastrild","atricollis ","Black-faced Quail-Finch","104200"
"10228","1425","Vagtelastrild","atricollis atricollis","African Quail-Finch","104210"
"10229","1425","Etiopisk Vagtelastrild","fuscocrissa ","Etiopian Quail-Finch","104220"
"10230","1425","Sortmasket Vagtelastrild","gabonensis ","Black-chinned Quail-Finch","104230"
"10231","1425","Rødvinget Vagtelastrild","locustella ","Locust Finch","104240"
"10232","1425","Zairevagtelastrild","locustella uelensis","Zaire Locustfinch","104250"
"10233","656","Malet Astrild","pictum ","Painted Firetail","104260"
"10234","1935","Ildhalefinke","bella ","Beautiful Firetail","104270"
"10235","1935","Rødøret Finke","oculata ","Red-eared Firetail","104280"
"10236","1935","Diamantfinke","guttata ","Diamond Firetail","104290"
"10237","1410","Ny Guinea-bjergfinke","fuliginosus ","Mountain Firetail","104300"
"10238","1304","Tornastrild","temporalis ","Red-browed Firetail","104310"
"10239","1304","Solastrild","phaeton ","Crimson Finch","104320"
"10240","1304","Solastrild","phaeton phaeton","Common Crimson-finch","104330"
"10241","1304","Hvidbuget Solastrild","phaeton evangelinae","Pale Crimson-finch","104340"
"10242","1304","Sivastrild","ruficauda ","Star Finch","104350"
"10243","1304","Ceresastrild","modesta ","Plum-headed Finch","104360"
"10244","1623","Maskebæltefinke","personata ","Masked Finch","104370"
"10245","1623","Spidshalet Bæltefinke","acuticauda ","Long-tailed Finch","104380"
"10246","1623","Korthalet Bæltefinke","cincta ","Black-throated Finch","104390"
"10247","1623","Sortgumpet Bæltefinke","cincta atropygialis","Black-tailed Finch","104400"
"10248","1992","Zebrafinke","guttata ","Zebra Finch","104410"
"10249","1992","Timorzebrafinke","guttata guttata","Zebra Finch","104420"
"10250","1992","Australsk Zebrafinke","guttata castanotis","Chestnut-eared Finch","104430"
"10251","1992","Ringastrild","bichenovii ","Double-barred Finch","104440"
"10252","1992","Gittervinget Astrild","bichenovii annulosa","Black-ringed Finch","104450"
"10253","688","Bambuspapegøjeamadine","hyperythra ","Tawny-breasted Parrot-Finch","104460"
"10254","688","Løggrøn Papegøjeamadine","prasina ","Pin-tailed Parrot-Finch","104470"
"10255","688","Manila-papegøjeamadine","viridifacies ","Green-faced Parrot-Finch","104480"
"10256","688","Blågrøn Papegøjeamadine","tricolor ","Tricolored Parrot-Finch","104490"
"10257","688","Mangefarvet Papegøjeamadine","coloria ","Red-eared Parrot-Finch","104500"
"10258","688","Blåhovedet Papegøjeamadine","trichroa ","Blue-faced Parrot-Finch","104510"
"10259","688","Papuapapegøjeamadine","papuana ","Papuan Parrot-Finch","104520"
"10260","688","Rødhovedet Papegøjeamadine","psittacea ","Red-throated Parrot-Finch","104530"
"10261","688","Korthalet Papegøjeamadine","cyaneovirens ","Red-headed Parrot-Finch","104540"
"10262","688","Fijipapegøjeamadine","pealii ","Fiji Parrotfinch","104550"
"10263","688","Kongepapegøjeamadine","regia ","Royal Parrotfinch","104560"
"10264","688","Vitilevu-papegøjeamadine","kleinschmidti ","Pink-billed Parrot-Finch","104570"
"10265","688","Gouldsamadine","gouldiae ","Gouldian Finch","104580"
"10266","1022","Dværgskadefinke","nana ","Madagascar Mannikin","104590"
"10267","1070","Afrikansk Sølvnæb","cantans ","African Silverbill","104600"
"10268","1070","Indisk Sølvnæb","malabarica ","Indian Silverbill","104610"
"10269","1070","Perlehalsamadine","griseicapilla ","Grey-headed Silverbill","104620"
"10270","1070","Skadefinke","cucullata ","Bronze Mannikin","104630"
"10271","1070","Glansskadefinke","bicolor ","Black-and-White Mannikin","104640"
"10272","1070","Gittervinget Skadefinke","bicolor poensis","Black-and-White Munia","104650"
"10273","1070","Brunrygget Skadefinke","nigriceps ","Red-backed Mannikin","104660"
"10274","1070","Stor Skadefinke","fringilloides ","Magpie Mannikin","104670"
"10275","1070","Spidshalet Bronzefinke","striata ","White-rumped Munia","104680"
"10276","1070","Hvidgumpet Bronzefinke","striata acuticauda","Bengalese Munia","104690"
"10277","1070","Javabronzefinke","leucogastroides ","Javan Munia","104700"
"10278","1070","Borneobronzefinke","fuscans ","Dusky Munia","104710"
"10279","1070","Molukbronzefinke","molucca ","Black-faced Munia","104720"
"10280","1070","Muskatfinke","punctulata ","Scaly-breasted Munia","104730"
"10281","1070","Jerdons Bronzefinke","kelaarti ","Black-throated Munia","104740"
"10282","1070","Hvidbuget Bronzefinke","leucogastra ","White-bellied Munia","104750"
"10283","1070","Sørgebronzefinke","tristissima ","Streak-headed Munia","104760"
"10284","1070","Perlebronzefinke","leucosticta ","White-spotted Munia","104770"
"10285","1070","Femfarvet Nonne","quinticolor ","Five-colored Munia","104780"
"10286","1070","Trefarvet Nonne","malacca ","Black-headed Munia","104790"
"10287","1070","Trefarvet Nonne","malacca malacca","Indian Black-headed Munia","104800"
"10288","1070","Sorthovedet Nonne","malacca atricapilla","Southern Black-headed Munia","104810"
"10289","1070","Sortstrubet Nonne","ferruginosa ","White-capped Munia","104820"
"10290","1070","Hvidhovedet Nonne","maja ","White-headed Munia","104830"
"10291","1070","Bleghovedet Nonne","pallida ","Pale-headed Munia","104840"
"10292","1070","Tyknæbsnonne","grandis ","Great-billed Munia","104850"
"10293","1070","Arfaknonne","vana ","Grey-banded Munia","104860"
"10294","1070","Gråhovedet Nonne","caniceps ","Grey-headed Munia","104870"
"10295","1070","Sorthaget Nonne","nevermanni ","Grey-crowned Munia","104880"
"10296","1070","Pragtnonne","spectabilis ","Hooded Munia","104890"
"10297","1070","Okkerbuget Nonne","forbesi ","New Ireland Munia","104900"
"10298","1070","Skælhovedet Nonne","hunsteini ","Mottled Munia","104910"
"10299","1070","New Hanover-nonne","nigerrima ","New Hanover Munia","104920"
"10300","1070","Gul Sivfinke","flaviprymna ","Yellow-rumped Munia","104930"
"10301","1070","Lysbuget Nonne","pallidiventer ","Cream-bellied Munia","104940"
"10302","1070","Brunbrystet Sivfinke","castaneothorax ","Chestnut-breasted Munia","104950"
"10303","1070","Hadesnonne","stygia ","Black Munia","104960"
"10304","1070","Sortbrystet Sivfinke","teerinki ","Black-breasted Munia","104970"
"10305","1070","Bjergsivfinke","monticola ","Eastern Alpine Munia","104980"
"10306","1070","Højlandssivfinke","montana ","Western Alpine Munia","104990"
"10307","1070","Tyknæbssivfinke","melaena ","Sooty Munia","105000"
"10308","1070","Timorrisfugl","fuscata ","Timor Sparrow","105010"
"10309","1070","Risfugl","oryzivora ","Java Sparrow","105020"
"10310","897","Hvidbrystet Sivfinke","pectoralis ","Pictorella Munia","105030"
"10311","2136","Atlaskfinke","chalybeata ","Village Indigobird","105050"
"10312","2136","Atlaskfinke","chalybeata chalybeata","Green Indigobird","105060"
"10313","2136","Violblå Atlaskfinke","chalybeata ultramarina","Purple Indigobird","105070"
"10314","2136","Stålblå Atlaskfinke","chalybeata amauropteryx","South African Indigobird","105080"
"10315","2136","Purpuratlaskfinke","purpurascens ","Dusky Indigobird","105090"
"10316","2136","Jambandu-atlaskfinke","raricola ","Jambandu Indigobird","105100"
"10317","2136","Barka-atlaskfinke","larvaticola ","Barka Indigobird","105110"
"10318","2136","Sort Atlaskfinke","funerea ","Dusky Indigobird","105120"
"10319","2136","Grønsort","codringtoni ","Zambezi Indigobird","105130"
"10320","2136","Lysvinget Atlaskfinke","wilsoni ","Wilson's Indigobird","105140"
"10321","2136","Lysvinget Atlaskfinke","wilsoni wilsoni","Pale-winged Indigobird","105150"
"10322","2136","Lysvinget Atlaskfinke","wilsoni incognita","Zaire Indigobird","105160"
"10323","2136","Vagtelatlaskfinke","nigeriae ","Quailfinch Indigobird","105170"
"10324","2136","Josatlaskfinke","maryae ","Jos Plateau Indigobird","105180"
"10325","2136","Camerounatlaskfinke","camerunensis ","Cameroon Indigobird","105190"
"10326","2136","Dominikanerenke","macroura ","Pin-tailed Whydah","105200"
"10327","2136","Langhalet Atlaskfinke","hypocherina ","Steel-blue Whydah","105210"
"10328","2136","Stråvidafinke","fischeri ","Straw-tailed Whydah","105220"
"10329","2136","Kongevidafinke","regia ","Shaft-tailed Whydah","105230"
"10330","2136","Paradisenke","paradisaea ","Long-tailed Paradise Whydah","105240"
"10331","2136","Bredhalet Paradisenke","orientalis ","Sahel Paradise Whydah","105250"
"10332","2136","Langhalet Paradisenke","interjecta ","Exclamatory Paradise Whydah","105260"
"10333","2136","Togoparadisenke","togoensis ","Togo Paradise Whydah","105270"
"10334","2136","Korthalet Paradisenke","obtusa ","Broad-tailed Paradise Whydah","105280"
"10335","107","Gøgevæver","imberbis ","Cuckoo Weaver","105290"
"10336","1672","Alpejernspurv","collaris ","Alpine Accentor","105310"
"10337","1672","Himalayajernspurv","himalayana ","Altai Accentor","105320"
"10338","1672","Rødbrystet Jernspurv","rubeculoides ","Robin Accentor","105330"
"10339","1672","Brunbrystet Jernspurv","strophiata ","Rufous-breasted Accentor","105340"
"10340","1672","Sibirisk Jernspurv","montanella ","Siberian Accentor","105350"
"10341","1672","Brun Jernspurv","fulvescens ","Brown Accentor","105360"
"10342","1672","Kaukasisk Jernspurv","ocularis ","Radde's Accentor","105370"
"10343","1672","Yemen Jernspurv","fagani ","Arabian Accentor","105380"
"10344","1672","Sortstrubet Jernspurv","atrogularis ","Black-throated Accentor","105390"
"10345","1672","Mongoljernspurv","koslowi ","Kozlov's Accentor","105400"
"10346","1672","Jernspurv","modularis ","Dunnock","105410"
"10347","1672","Japansk Jernspurv","rubida ","Japanese Accentor","105420"
"10348","1672","Brunrygget Jernspurv","immaculata ","Maroon-backed Accentor","105430"
"10349","588","Skovvipstjert","indicus ","Forest Wagtail","105450"
"10350","1249","Gul Vipstjert","flava ","Western Yellow Wagtail","105460"
"10352","1249","Gulhovedet Vipstjert","flava flavissima","Yellow Wagtail","105480"
"10353","1249","Gråhovedet Vipstjert","flava cinereocapilla","Ashy-headed Wagtail","105490"
"10354","1249","Hvidhovedet Vipstjert","flava leucocephala","White-headed Wagtail","105500"
"10355","1249","Steppevipstjert","flava lutea","Yellow-headed Wagtail","105510"
"10356","1249","Sorthovedet Vipstjert","flava feldegg","Black-headed Wagtail","105520"
"10357","1249","Hættevipstjert","flava melanogrisea","White-chinned Wagtail","105530"
"10358","1249","Nordlig Gul Vipstjert","flava thunbergi","Grey-headed Wagtail","105540"
"10359","1249","Spansk Vipstjert","flava iberiae","Spanish Wagtail","105550"
"10360","1249","Olivenvipstjert","flava taivana","Green-headed Wagtail","105560"
"10361","1249","Kamchatkavipstjert","flava simillima","Siberian Yellow-wagtail","105570"
"10362","1249","Alaskavipstjert","tschutschensis ","Eastern Yellow Wagtail","105580"
"10363","1249","Citronvipstjert","citreola ","Citrine Wagtail","105590"
"10364","1249","Kapvipstjert","capensis ","Cape Wagtail","105600"
"10365","1249","Angolavipstjert","capensis simplicissima","Angola Wagtail","105610"
"10366","1249","Mørk Kapvipstjert","capensis wellsi","Wells's Wagtail","105620"
"10367","1249","Madagaskarvipstjert","flaviventris ","Madagascar Wagtail","105630"
"10368","1249","Bjergvipstjert","cinerea ","Grey Wagtail","105640"
"10369","1249","Afrikansk Bjergvipstjert","clara ","Mountain Wagtail","105650"
"10370","1249","Hvid Vipstjert","alba ","White Wagtail","105660"
"10371","1249","Sortrygget Vipstjert","alba yarrelli","British Pied Wagtail","105670"
"10372","1249","Marokkansk Vipstjert","alba subpersonata","Moroccan Wagtail","105680"
"10373","1249","Maskevipstjert","alba personata","Masked Wagtail","105690"
"10374","1249","Hvidvinget Vipstjert","lugens ","Black-backed Wagtail","105700"
"10375","1249","Afrikansk Vipstjert","aguimp ","African Pied Wagtail","105710"
"10376","1249","Mekongvipstjert","samveasnae ","Mekong Wagtail","105720"
"10377","1249","Japansk Vipstjert","grandis ","Japanese Wagtail","105730"
"10378","1249","Indisk Vipstjert","madaraspatensis ","White-browed Wagtail","105740"
"10379","2061","Guldpiber","tenellus ","Golden Pipit","105750"
"10380","1113","Kenyasporepiber","sharpei ","Sharpe's Longclaw","105760"
"10381","1113","Etiopisk Sporepiber","flavicollis ","Abyssinian Longclaw","105770"
"10382","1113","Gulstrubet Sporepiber","fuellebornii ","Fuelleborn's Longclaw","105780"
"10383","1113","Kapsporepiber","capensis ","Cape Longclaw","105790"
"10384","1113","Gulbrystet Sporepiber","croceus ","Yellow-throated Longclaw","105800"
"10385","1113","Panganisporepiber","aurantiigula ","Pangani Longclaw","105810"
"10386","1113","Rosasporepiber","ameliae ","Rosy-throated Longclaw","105820"
"10387","1113","Angolasporepiber","grimwoodi ","Grimwood's Longclaw","105830"
"10388","122","Storpiber","richardi ","Richard's Pipit","105840"
"10389","122","Asiatisk Storpiber","rufulus ","Paddyfield Pipit","105850"
"10390","122","Australsk Storpiber","australis ","Australian Pipit","105860"
"10391","122","Newzealandsk Storpiber","novaeseelandiae ","New Zealand Pipit","105870"
"10392","122","Savannepiber","cinnamomeus ","African Pipit","105880"
"10393","122","Camerounpiber","camaroonensis ","Cameroon Pipit","105890"
"10394","122","Bredstribet Piber","latistriatus ","Jackson's Pipit","105900"
"10395","122","Kappiber","hoeschi ","Mountain Pipit","105910"
"10396","122","Mongolsk Piber","godlewskii ","Blyth's Pipit","105920"
"10397","122","Markpiber","campestris ","Tawny Pipit","105930"
"10398","122","Langnæbbet Piber","similis ","Long-billed Pipit","105940"
"10399","122","Mocopiber","similis moco","Moco Pipit","105950"
"10400","122","Guineapiber","bannermani ","Bannerman's Pipit","105960"
"10401","122","Malawipiber","nyassae ","Wood Pipit","105970"
"10402","122","Gråbrun Piber","vaalensis ","Buffy Pipit","105980"
"10403","122","Langhalet Piber","longicaudatus ","Long-tailed Pipit","105990"
"10404","122","Afrikansk Storpiber","leucophrys ","Plain-backed Pipit","106000"
"10405","122","Kenyapiber","leucophrys goodsoni","Goodson's Pipit","106010"
"10406","122","Langbenet Piber","pallidiventris ","Long-legged Pipit","106020"
"10407","122","Engpiber","pratensis ","Meadow Pipit","106030"
"10408","122","Skovpiber","trivialis ","Tree Pipit","106040"
"10409","122","Tajgapiber","hodgsoni ","Olive-backed Pipit","106050"
"10410","122","Tundrapiber","gustavi ","Pechora Pipit","106060"
"10411","122","Ussuripiber","gustavi menzbieri","Menzbier's Pipit","106070"
"10412","122","Rosapiber","roseatus ","Rosy Pipit","106080"
"10413","122","Rødstrubet Piber","cervinus ","Red-throated Pipit","106090"
"10414","122","Hedepiber","rubescens ","Buff-bellied Pipit","106100"
"10415","122","Sibirisk Hedepiber","rubescens japonicus","Siberian Buff-bellied Pipit","106110"
"10416","122","Bjergpiber","spinoletta ","Water Pipit","106120"
"10417","122","Skærpiber","petrosus ","Eurasian Rock Pipit","106130"
"10418","122","Nilgiripiber","nilghiriensis ","Nilgiri Pipit","106140"
"10419","122","Himalayapiber","sylvanus ","Upland Pipit","106150"
"10420","122","Kanarisk Piber","berthelotii ","Berthelot's Pipit","106160"
"10421","122","Grovstribet Piber","lineiventris ","Striped Pipit","106170"
"10422","122","Stenpiber","crenatus ","African Rock Pipit","106180"
"10423","122","Korthalet Piber","brachyurus ","Short-tailed Pipit","106190"
"10424","122","Buskpiber","caffer ","Bushveld Pipit","106200"
"10425","122","Sokokepiber","sokokensis ","Sokoke Pipit","106210"
"10426","122","Malindipiber","melindae ","Malindi Pipit","106220"
"10427","122","Kimberleypiber","pseudosimilis ","Kimberley Pipit","106230"
"10428","122","Gulbrystet Piber","chloris ","Yellow-breasted Pipit","106240"
"10429","122","Papuapiber","gutturalis ","Alpine Pipit","106250"
"10430","122","Præriepiber","spragueii ","Sprague's Pipit","106260"
"10431","122","Sydamerikansk Piber","lutescens ","Yellowish Pipit","106270"
"10432","122","Punapiber","furcatus ","Short-billed Pipit","106280"
"10433","122","Chacopiber","chacoensis ","Campo Pipit","106290"
"10434","122","Correnderapiber","correndera ","Correndera Pipit","106300"
"10435","122","SydgeorgiskPiber","antarcticus ","South Georgia Pipit","106310"
"10436","122","Okkerbrystet Piber","nattereri ","Ochre-breasted Pipit","106320"
"10437","122","Pampaspiber","hellmayri ","Hellmayr's Pipit","106330"
"10438","122","Paramopiber","bogotensis ","Paramo Pipit","106340"
"10439","1500","Sangerfinke","taeniatus ","Olive Warbler","106360"
"10440","754","Bogfinke","coelebs ","Common Chaffinch","106380"
"10441","754","Blå Bogfinke","teydea ","Blue Chaffinch","106390"
"10442","754","Kvækerfinke","montifringilla ","Brambling","106400"
"10443","1890","Rødpandet Irisk","pusillus ","Red-fronted Serin","106410"
"10444","1890","Gulirisk","serinus ","European Serin","106420"
"10445","1890","Syrisk Gulirisk","syriacus ","Syrian Serin","106430"
"10446","1890","Kanariefugl","canaria ","Atlantic Canary","106440"
"10447","1890","Tibetsisken","thibetanus ","Tibetan Serin","106450"
"10448","1890","Grånakket Sisken","canicollis ","Cape Canary","106460"
"10449","1890","Gulkronet Sisken","flavivertex ","Yellow-crowned Canary","106470"
"10450","1890","Etiopersisken","nigriceps ","Ethiopian Siskin","106480"
"10451","518","Finnæbbet Sisken","citrinelloides ","African Citril","106490"
"10452","518","Diademsisken","frontalis ","Western Citril","106500"
"10453","518","Kikuyusisken","frontalis kikuyuensis","Kenya Citril","106510"
"10454","518","Gråkindet Sisken","hyposticta ","Southern Citril","106520"
"10455","518","Sortmasket Sisken","capistrata ","Black-faced Canary","106530"
"10456","518","Papyrussisken","koliensis ","Papyrus Canary","106540"
"10457","518","Kapsisken","scotops ","Forest Canary","106550"
"10458","518","Ædelsanger","leucopygia ","White-rumped Seedeater","106560"
"10459","518","Angolasisken","atrogularis ","Black-throated Canary","106570"
"10460","518","Gråbrystet Sisken","xanthopygia ","Yellow-rumped Serin","106580"
"10461","518","Gulgumpet Sisken","reichenowi ","Reichenow's Seedeater","106590"
"10462","518","Arabisk Sisken","rothschildi ","Arabian Serin","106600"
"10463","518","Gulstrubet Sisken","flavigula ","Yellow-throated Serin","106610"
"10464","518","Halsbåndssisken","xantholaema ","Salvadori's Seedeater","106620"
"10465","518","Citronbrystet Sisken","citrinipecta ","Lemon-breasted Canary","106630"
"10466","518","Mozambiquesisken","mozambica ","Yellow-fronted Canary","106640"
"10467","518","Grovnæbssisken","donaldsoni ","Northern Grosbeak-Canary","106650"
"10468","518","Stornæbbet Sisken","buchanani ","Southern Grosbeak-Canary","106660"
"10469","518","Gulpandet Sisken","flaviventris ","Yellow Canary","106670"
"10470","518","Hvidbuget Sisken","dorsostriata ","White-bellied Canary","106680"
"10471","518","Svovlgul Sisken","sulphurata ","Brimstone Canary","106690"
"10472","518","Hvidstrubet Sisken","albogularis ","White-throated Canary","106700"
"10473","518","Miombosisken","reichardi ","Reichard's Seedeater","106710"
"10474","518","Brunøret Sisken","gularis ","Streaky-headed Seedeater","106720"
"10475","518","Gråkronet Sisken","canicapilla ","West African Seedeater","106730"
"10476","518","Sortøret Sisken","mennelli ","Black-eared Seedeater","106740"
"10477","518","Brungumpet Sisken","tristriata ","Brown-rumped Seedeater","106750"
"10478","518","Ankobersisken","ankoberensis ","Ankober Serin","106760"
"10479","518","Yemensisken","menachensis ","Yemen Serin","106770"
"10480","518","Stribet Sisken","striolata ","Streaky Seedeater","106780"
"10481","518","Gulbrynet Sisken","whytii ","Yellow-browed Seedeater","106790"
"10482","518","Kernebidersisken","burtoni ","Thick-billed Seedeater","106800"
"10483","518","Tanzaniasisken","melanochroa ","Kipengere Seedeater","106810"
"10484","518","Príncipesisken","rufobrunnea ","Principe Seedeater","106820"
"10485","518","Hvidvinget Sisken","leucoptera ","Protea Canary","106830"
"10486","518","Hottentotsisken","totta ","Cape Siskin","106840"
"10487","518","Kongealariosisken","symonsi ","Drakensberg Siskin","106850"
"10488","518","Alariosisken","alario ","Black-headed Canary","106860"
"10489","518","Damara-alariosisken","leucolaema ","Damara Canary","106870"
"10490","1890","Indonesisk Sisken","estherae ","Mountain Serin","106880"
"10491","1890","Indonesisk Sisken","estherae estherae","Indonesian Serin","106890"
"10492","1890","Mindanaosisken","estherae mindanensis","Mindanao Serin","106900"
"10493","1320","Sâo Tomé-sisken","concolor ","São Tomé Grosbeak","106910"
"10494","1059","Pirolfinke","olivaceus ","Oriole Finch","106920"
"10495","1814","Gyldenvinget Finke","socotranus ","Socotra Golden-winged Grosbeak","106930"
"10496","1814","Somalifinke","louisae ","Somali Golden-winged Grosbeak","106940"
"10497","715","Jamaicaeuphonia","jamaica ","Jamaican Euphonia","106950"
"10498","715","Blygrå Euphonia","plumbea ","Plumbeous Euphonia","106960"
"10499","715","Krateuphonia","affinis ","Scrub Euphonia","106970"
"10500","715","Hvidgumpet Krateuphonia","godmani ","Godman's Euphonia","106980"
"10501","715","Gulkronet Euphonia","luteicapilla ","Yellow-crowned Euphonia","106990"
"10502","715","Purpurstrubet Euphonia","chlorotica ","Purple-throated Euphonia","107000"
"10503","715","Trinidadeuphonia","trinitatis ","Trinidad Euphonia","107010"
"10504","715","Fløjlspandet Euphonia","concinna ","Velvet-fronted Euphonia","107020"
"10505","715","Orangekronet Euphonia","saturata ","Orange-crowned Euphonia","107030"
"10506","715","Orangeisset Euphonia","finschi ","Finsch's Euphonia","107040"
"10507","715","Violblå Euphonia","violacea ","Violaceous Euphonia","107050"
"10508","715","Tyknæbseuphonia","laniirostris ","Thick-billed Euphonia","107060"
"10509","715","Sorthalet Tyknæbseuphonia","laniirostris melanura","Black-tailed Euphonia","107070"
"10510","715","Gulpandet Euphonia","hirundinacea ","Yellow-throated Euphonia","107080"
"10511","715","Stålblå Euphonia","chalybea ","Green-chinned Euphonia","107090"
"10512","715","Pragteuphonia","elegantissima ","Elegant Euphonia","107100"
"10513","715","Sortpandet Euphonia","cyanocephala ","Golden-rumped Euphonia","107110"
"10514","715","Antileuphonia","musica ","Antillean Euphonia","107120"
"10515","715","Kanelbuget Skoveuphonia","fulvicrissa ","Fulvous-vented Euphonia","107130"
"10516","715","Skoveuphonia","imitans ","Spot-crowned Euphonia","107140"
"10517","715","Brunrygget Skoveuphonia","gouldi ","Olive-backed Euphonia","107150"
"10518","715","Hvidtøjlet Skoveuphonia","chrysopasta ","White-lored Euphonia","107160"
"10519","715","Bronzegrøn Skoveuphonia","mesochrysa ","Bronze-green Euphonia","107170"
"10520","715","Hvidgumpet Skoveuphonia","minuta ","White-vented Euphonia","107180"
"10521","715","Brunisset Skoveuphonia","anneae ","Tawny-capped Euphonia","107190"
"10522","715","Orangebuget Skoveuphonia","xanthogaster ","Orange-bellied Euphonia","107200"
"10523","715","Rustbuget Skoveuphonia","rufiventris ","Rufous-bellied Euphonia","107210"
"10524","715","Kastanjebuget Skoveuphonia","pectoralis ","Chestnut-bellied Euphonia","107220"
"10525","715","Blåsort Skoveuphonia","cayennensis ","Golden-sided Euphonia","107230"
"10526","391","Gulnæbbet Organist","flavirostris ","Yellow-collared Chlorophonia","107240"
"10527","391","Blårygget Organist","cyanea ","Blue-naped Chlorophonia","107250"
